song,Artist(s),Tempo,Length
Superstar,The Isley Brothers,105.0,03:54
On the Wall,The Jesus and Mary Chain,101.0,05:05
Build a Fire,The KLF,110.0,04:41
Black Balloon,The Kills,119.0,03:50
Tape Song,The Kills,116.0,03:37
In A Space,The Kinks,109.0,03:44
A Lung,The Knife,105.0,03:26
Hang On Sloopy,The McCoys,115.0,03:51
How to Embrace a Swamp Creature,The Mountain Goats,110.0,03:29
Mobile,The Mountain Goats,118.0,03:42
Thank You,The Pale Fountains,115.0,03:06
That's When He Told Her,The Proclaimers,110.0,03:51
Pop Pop,"The Pussycat Dolls,Snoop Dogg",116.0,03:30
Going Down Swinging,The Radio Dept.,113.0,04:25
The Garbage Man,The Simpsons,104.0,05:10
Dont Worry,The Sound of Arrows,108.0,04:16
Go Tell It On The Mountain,The Sounds Of Garth Brooks,111.0,03:51
Meet Me In Love,The Sounds Of Garth Brooks,111.0,03:51
Truly Yours,The Spinners,108.0,03:04
I Hate How Much I Want You,"The Struts,Phil Collen,Joe Elliott",118.0,03:23
Cloud Nine,The Temptations,118.0,03:31
Million Words,The Vamps,113.0,03:42
The Party  The After Party,The Weeknd,102.0,07:39
Danny and My Ponies,The Who,102.0,04:02
Shivers,"The Witches,Nick Cave",115.0,04:48
Time of the Season,The Zombies,117.0,03:34
Yours Forever,TheOvertunes,102.0,03:31
Downtown Sundown,Thin Lizzy,114.0,04:06
Tug of War,Tilian,112.0,03:34
Im Only Shooting Love,Time Bandits,118.0,04:53
Sacrifices,Tinashe,114.0,04:14
City Sickness,Tindersticks,117.0,04:01
FMB,Tink,115.0,03:25
A Side / B Side,Tipling Rock,115.0,03:06
What I Need,Toby,115.0,03:08
Where Are You Tonight ?,Tom Johnston,114.0,04:01
Famous,Tom MacDonald,110.0,03:38
Money Becomes King,Tom Petty and the Heartbreakers,111.0,05:10
All By Myself,Tommy Mears And His Eagles Club Orchestra,116.0,03:01
Miss Me,Toni Romiti,107.0,03:39
Baby Doll,Tony! Toni! Toné!,106.0,05:42
I Want Your Girl,"Too $hort,E-40,Dolla Will,Mr. F.A.B.",107.0,03:34
Colt 95,Tory Lanez,105.0,03:46
I Sip,Tory Lanez,100.0,03:16
Slept on You,Tory Lanez,107.0,03:57
Slow Down,Tory Lanez,105.0,03:46
The Process,Tory Lanez,105.0,03:46
Watch for Your Soul,Tory Lanez,105.0,03:46
Wild Thoughts Remix,Tory Lanez,107.0,03:57
Wind It Remix,Tory Lanez,107.0,03:57
You Know,Tory Lanez,107.0,03:57
Influence,"Tove Lo,Wiz Khalifa",105.0,03:44
Wanna Be Somebody,"Tracy T,Gunplay",115.0,03:45
Rolled Up,"Trav,Belly,Tory Lanez",110.0,04:52
Foolish Pride,Travis Tritt,117.0,04:18
Drop It Remix,"Trevor Jackson,B.o.B",100.0,03:23
Real Love,Trey Day,106.0,04:14
About You,Trey Songz,102.0,03:16
Hard Times,Trey Songz,116.0,05:13
Ho But You Cant Help It,Trick Daddy,113.0,03:27
In da Wind,"Trick Daddy,Big Boi,CeeLo Green",114.0,04:20
Birthday,"Twista,Gucci Mane,Busta Rhymes,Akon,R. Kelly,Boosie Badazz",110.0,03:42
Cash Splash NASA,Tyga,105.0,03:14
Brand New Money,"Tyga,YG,Lil Wayne",105.0,03:02
She Bad,Tyla Yaweh,105.0,03:41
Focus,Tyler Carter,114.0,03:33
I Got A Chick Remix,Tyrese,113.0,04:54
I Must Be Crazy,Tyrese,115.0,04:47
Pick Up the Phone,Tyrese,113.0,04:54
Peace on Earth,U2,102.0,04:48
I've Been Missing You,UB40,111.0,03:12
Look at Me,UGK,107.0,03:46
Whatever I Want,USHER,101.0,03:10
Smack My Bitch Up,Ultramagnetic MC's,109.0,04:11
Cant Help Myself,"Uncle Reece,Jordan Armstrong",115.0,04:17
How Do You Know Me so Well?,Unknown Mortal Orchestra,104.0,03:50
Here Comes the Feeling,Until The Ribbon Breaks,100.0,03:29
Hurt So Good,VIAA,105.0,03:35
Wonderful Remark,Van Morrison,100.0,08:01
My Love,VanJess,112.0,03:47
Walls,Vandelux,118.0,03:46
Smooth Sunrise,"Vandelux,Alex Maher",115.0,04:00
Hooked,Vanilla Ice,102.0,04:52
Too Cold,Vanilla Ice,116.0,04:22
Every Time Around,Vansire,111.0,03:36
Future Love,Varsity Fanclub,100.0,03:47
Glad to See You,Vedo,112.0,03:38
Calling,Verzache,100.0,03:02
Ashes,Villain of the Story,105.0,04:41
Girl,Vince Gill,100.0,03:43
Nothin' Left To Say,Vince Gill,107.0,03:56
Out of Sight,Violet Orlandi,115.0,03:34
Baby I Dont Know Oh Oh,"Vulfpeck,Charles Jones",113.0,03:28
Adiana,Vybz Kartel,102.0,03:08
Sexability,Vybz Kartel,101.0,03:24
Thats What I Get,Wallows,110.0,03:51
Sloppy Seconds,Watsky,118.0,04:07
Weather Announcement,Webster Longman,114.0,03:26
My Own,Westlife,109.0,04:19
Lights Out,"Westside Connection,Knoc-Turn'al",101.0,03:42
I Sucked Another Dick Last Night,Wheeler Walker Jr.,116.0,03:50
Until You Come Back,Whitney Houston,100.0,04:52
Ember - Radio Edit,WhoMadeWho,104.0,03:25
City Of Dreams,Widespread Panic,105.0,06:20
Wicked Game,Widowspeak,106.0,04:11
Daytime Nightime Suffering,Wings,108.0,03:22
Letting Go,Wings,100.0,04:32
Come Closer,"Wizkid,Drake",100.0,03:31
Running From My Savior,Wolfie's Just Fine,110.0,04:24
Speaking Hands,Wovenhand,109.0,04:00
The Coldest Dish,Wrekonize,113.0,04:18
I Dont Want To See You Anymore,XYLØ,102.0,03:30
I Know,"YG,Mitch",106.0,03:42
Rugrat,"YVS VILLAGE,ppcocaine",102.0,03:32
Truly Be Missed,Yak Gotti,118.0,03:15
Ambition,Yaksta,101.0,03:41
Situation,Yazoo,119.0,05:45
Like I Love You,Yelawolf,107.0,03:44
How I Feel,Yemi Alade,106.0,03:04
Errrbody,Yo Gotti,104.0,04:21
Rescue Me,You Me At Six,104.0,04:31
DONT PUSH ME,"Young T & Bugsey,Headie One",108.0,03:27
Check,Young Thug,111.0,03:50
Territorial,YoungBoy Never Broke Again,100.0,03:12
Whiskey Tango Foxtrot,Youngblood Brass Band,100.0,05:44
Miami Ultras,Yung Lean,105.0,04:23
Bonfire,Yusuf / Cat Stevens,110.0,04:10
Late Night,"Yxng Bane,Kojo Funds,DJ Tunez",100.0,03:31
Golden,"ZAYN,Taylor Swift",118.0,04:07
Waters of Monaco,ZHU,112.0,05:27
Give Me One Reason,ZOEgirl,109.0,04:52
A Fool for Your Stockings,ZZ Top,115.0,04:14
Im Bad Im Nationwide,ZZ Top,102.0,04:46
Trap Ballad,Zeina,107.0,03:17
Mono feat. Hidden,Zero 7,101.0,05:17
Nothing,Zola Blood,118.0,04:00
Pene,Zucchero,105.0,05:26
Out of Blue Comes Green,a-ha,112.0,06:42
​cheers,blackbear,111.0,03:32
​if i were u,blackbear,111.0,03:32
​short kings anthem,blackbear,111.0,03:32
Outside,dvsn,107.0,04:31
All Night,"fcj,Chevy",100.0,03:51
Stromboli Strollin,hooligan chase,112.0,03:01
Here Comes the Hotstepper Heartical Mix,"iNi Kamoze,Salaam Remi",100.0,04:10
Alibi,"niko+,Clans",110.0,03:14
Anomalies,samodir,100.0,03:27
Arizona,snny,107.0,03:42
Alone somehow,sobhhï,101.0,03:13
Question Us,wewantwraiths,103.0,03:32
Everythings Alright,"塞壬唱片-MSR,DJ Okawari,Kaori Sawada",105.0,04:09
Trash Day,"\Weird Al\"" Yankovic""",108.0,03:11
Voices Carry,'Til Tuesday,105.0,04:23
10 Purple Summers,03 Greedo,100.0,03:33
Kellys 12-Play Remix,112,102.0,03:51
Peaches  Cream,112,102.0,03:13
Here We Go Again,2 Chainz,106.0,03:01
Hot Wings,"2 Chainz,Ty Dolla $ign",100.0,03:13
Dresser Lil Boy,"2 Chainz,Young Thug",100.0,03:48
Run Alone,360,115.0,04:33
No Luck,3d Na'tee,102.0,03:13
LAX,"88rising,NIKI",100.0,03:20
Set Dat Bitch Off ICYTWAT Remix,"A$AP Mob,A$AP Rocky,Skepta",112.0,03:21
Floss,"AJ Tracey,MoStack,Not3s",105.0,03:02
Truckers Are the Blood,AJJ,111.0,03:01
Python,"AKA,Don Design,Moozlie",100.0,04:55
AKMU - BENCH ft. Zion.T English Translation,"AKMU,Zion.T",108.0,03:45
Laid my eyes on you remix,Aaliyah,119.0,04:52
Attitude,Aaron Carpenter,103.0,03:26
Closure,Ab-Soul,112.0,03:25
Pretty Things,Adam Friedman,100.0,04:05
In the end,"Aidan,Habition,Guardin'",107.0,03:39
Nothing Is Good Enough,Aimee Mann,116.0,03:09
Clap Again,Akon,100.0,05:10
Lets Get Married,Al Green,115.0,03:23
Old Flame,Alabama,111.0,03:11
Pop A Top,Alan Jackson,118.0,03:05
When Im Gone,Albert Hammond,112.0,04:23
Fifteen,"Aldenmark Niklasson,Divty",118.0,03:02
October,Alessia Cara,107.0,04:00
Work the Middle,Alex Aiono,101.0,03:33
Hey Little Child,Alex Chilton,117.0,03:43
Residual Effects,"Alex Wiley,Hippie Sabotage",116.0,04:32
Things I Thought Were Mine,Alfie Templeman,100.0,03:13
Pretty Ballerina,Alice Cooper,113.0,03:01
The Start,Aliocha Schneider,117.0,03:14
You Sexy Thing,All-Star Sexy Players,104.0,04:09
Low Key,"Ally Brooke,Tyga",109.0,03:21
Of All Time,"Allyn,Dom Kennedy",100.0,03:01
Said it Already,Ama Lou,105.0,03:50
All Night,America,118.0,03:27
Everyone Is Dressed Up,American Football,108.0,03:38
Letter,American Football,117.0,03:21
Letters and Packages,American Football,117.0,03:21
Breaking News,Ameritz Countdown Karaoke,113.0,04:13
Difficult,Amy Allen,116.0,03:20
Fuck Me Pumps,Amy Winehouse,103.0,03:20
Lockdown Remix,"Anderson .Paak,JID,Jay Rock,Noname",100.0,04:27
Blood N My Hair,Andre Nickatina,102.0,03:47
Every Pretty Girl,Andrew Barth Feldman,118.0,03:50
Not Mine,"Andy Mineo,Joseph Solomon",108.0,03:16
The Streets Where I Belong,Annie,115.0,04:10
Either Way,Anthony Ramos,110.0,03:13
Un-American,Anti-Flag,115.0,03:10
HOME,Aries,115.0,03:46
Go Home,Arizona Zervas,100.0,03:43
Solid,Ashford & Simpson,101.0,05:12
Solid As a Rock,Ashford & Simpson,101.0,05:12
’Til We Get It Right,Ashford & Simpson,101.0,05:12
Messed Up,"Asiahn,Jordan Hawkins",112.0,03:30
Somethin About U,Astronomyy,109.0,04:25
Chances,Athlete,110.0,04:50
4712,Audrey Mika,114.0,03:05
45 Minutes From Somewhere Out There,Avalanche City,100.0,03:12
Touch Down,Avery Wilson,100.0,03:19
Headknocker,Azizi Gibson,100.0,03:01
Intro,Azizi Gibson,100.0,03:35
Strapped,BAYNK,115.0,03:30
Back to Black,BENEE,110.0,04:02
Rather Be with You,BJ The Chicago Kid,109.0,04:25
Do Not QuEStion,BLOCBABYZ,102.0,04:04
NowThatYouSaidItLikeThat,BONES,118.0,03:02
Loneliness,Babyface,104.0,04:36
Paperwork Party,"Babyface Ray,Jack Harlow",100.0,03:22
Im Paranoid,Backing Track Central,114.0,03:44
Johnny Cash Man in Black,Badd Wolf,110.0,03:49
Slip n slide remix,Baeza,112.0,05:14
: sad face,Bahari,110.0,03:08
Tarzan Boy,Baltimora,107.0,06:18
Pussy Cock  God,Bass Astral x Igo,106.0,04:41
R U Aaliyah?,"Bawal Clan,Just Hush,DZ SVG,OJ River,Krissy,Yung Bawal",115.0,04:22
BABY MAMA COOCHIE,"Bbyafricka,Saweetie",103.0,03:25
Heartbeat,Beckah Shae,105.0,03:46
Edge of the Universe,Bee Gees,105.0,05:22
Ever Had a Little Faith?,Belle and Sebastian,112.0,04:21
Consuela,"Belly,Young Thug,Zack",112.0,03:46
Someone In The Doorway,Ben Howard,100.0,04:56
No Angel,Beyoncé,112.0,03:48
As Dust Dances,Biffy Clyro,114.0,04:22
Come on Down,"Big Daddy Kane,Busta Rhymes,Q-Tip",100.0,03:54
Enjoy N Life,Big Syke,107.0,03:44
Good Timez,Big Syke,103.0,04:02
Touch,Big Wild,106.0,03:32
Oh Yeah,Bill Withers,106.0,04:04
Telegraph Ave,Billie Eilish,110.0,05:03
Ruin,Billie Marten,102.0,03:38
Shining Star,"Billy Porter,Cinderella Original Motion Picture Cast",106.0,03:55
Timing,Bilmuri,110.0,03:40
Are You Happy,Bipolar Sunshine,102.0,03:24
Leather Face,"Bizarre,Hopsin",116.0,06:45
Dios Mios,Bizzy Crook,100.0,03:19
Son Get Wrec,"Black Moon,Smif-N-Wessun",100.0,03:28
Im Not Strong Enough To Say No,BlackHawk,111.0,04:14
Make You Feel That Way,Blackalicious,118.0,03:26
The Blowup,Blackalicious,118.0,03:26
Son of the Bourbon,Blackberry Smoke,116.0,03:03
You Got Lucky,"Blackberry Smoke,Amanda Shires",103.0,05:15
FLAWLESS,"Blake Anthony,John Savage",105.0,04:19
All My Heroes,Bleachers,118.0,03:03
Pillow,"Blonde Maze,Half an Orange",106.0,03:38
Goodbye Jimmy Reed,Bob Dylan,100.0,04:13
Mr. Chatterbox,Bob Marley & The Wailers,115.0,05:38
Heaven Only Knows,Bob Moses,107.0,04:22
Ill Be Good To You,Bobby Brown,108.0,04:25
Love Wont Wait,Bobby Caldwell,115.0,04:08
Mind on Our Money,Bone Thugs-N-Harmony,104.0,05:10
Mr. Bill Collector,Bone Thugs-N-Harmony,116.0,05:01
Love Was My Alibi,Bonneville,112.0,03:50
Runaway,Bonnie Raitt,105.0,03:55
Gimme Dat Woy,Boogie Down Productions,101.0,03:04
No Loyalty,"Boosie Badazz,Rich Homie Quan",103.0,05:20
Handcuffs,Brand New,103.0,04:10
You Stole,Brand New,100.0,05:59
Feels So Good,Brand Nubian,104.0,05:04
Against the World Acoustic,Brian Davis,118.0,03:58
Every Time You Go Away,Brian McKnight,114.0,04:42
American Skin,Bruce Springsteen,103.0,07:22
Love Is Strange,Buddy Holly,109.0,03:04
Hey Ladies,Busta Rhymes,100.0,03:19
My Squad,"Busta Rhymes,Flipmode Squad",103.0,03:19
Shoot Me,Buster Moe,109.0,04:04
SEGA64,CARRINGTON CASH,117.0,03:06
Sometimes You Win,CHIC,103.0,04:29
Soup for One,CHIC,115.0,05:35
By the Throat,CHVRCHES,118.0,04:09
Bringing the House Down,CLOVES,103.0,03:36
The Way She Move,"CMDWN,FIJI,Lil Yachty",100.0,03:36
Dinner Lady,Cabbage,112.0,03:30
Slut Freestyle,"Cadet,Deno",105.0,03:12
Get Higher,Cali Life Style,102.0,03:10
Refugee,Camel,118.0,03:46
Used to This,Camila Cabello,100.0,03:30
Does It Feel Good To Say Goodbye?,Car Seat Headrest,115.0,05:04
I Scream Social,Car Seat Headrest,115.0,05:04
Leave Together,Car Seat Headrest,115.0,05:04
Pog Interlude,Car Seat Headrest,115.0,05:04
Stop Lying To Me,Car Seat Headrest,115.0,05:04
Shes the One,Caribou,119.0,03:55
She Bad Bad,Carl Carlton,114.0,05:47
No Secrets,Carly Simon,115.0,03:58
Hey Santa,Carnie And Wendy Wilson,113.0,04:37
Not Your Friend,Case,104.0,04:34
Sex Games,Case,112.0,04:32
Pray,"Cash Kidd,Peezy",100.0,04:48
Unappreciated,"Cash Kidd,Sada Baby",105.0,03:27
Monroe,"Caskey,Tyla Yaweh",108.0,03:51
Thats That,Cass McCombs,114.0,04:15
Robin Williams,CeeLo Green,100.0,03:29
Baby Me,Chaka Khan,100.0,04:06
Chain Smoker,Chance the Rapper,111.0,03:30
Been On,"Chanel West Coast,French Montana",118.0,03:22
Lonely as You Are,Charles Bradley,102.0,04:09
Smells Like Me,Charlie Puth,104.0,03:24
Forever Valentine,Charlie Wilson,102.0,03:58
Seventeen,Charlotte Lawrence,100.0,04:00
IS YOU UP?,Che Ecru,107.0,03:35
1998,"Chet Faker,BANKS",100.0,03:44
Melt,"Chet Faker,Kilo Kish",112.0,04:10
Who,Chris Brown,119.0,04:33
Money Calling,"Chris Brown,Tyga,Fat Trel",108.0,04:46
Come So Far Yet Still So Far To Go,Chris Rea,110.0,04:03
It's All Gone,Chris Rea,112.0,07:27
King Of The Beach,Chris Rea,102.0,05:02
Too Much Pride,Chris Rea,104.0,04:27
Whiskey Sunrise,Chris Stapleton,114.0,03:22
King of Glory,Chris Tomlin,100.0,03:08
Cah Stay Suh,Chronic Law,100.0,03:35
Next to You,"Ciara,R. Kelly",118.0,03:13
Fall Back,Cimorelli,100.0,03:16
Sideways Live,Citizen Cope,112.0,05:22
So Many Things,City High,102.0,04:08
Purple Light,"Citybois,Few Wolves,Bastiaan",118.0,03:45
Bags,Clairo,105.0,04:20
Moving In,Cliff Richard,107.0,03:24
Roll with da Winners,Clipse,100.0,03:10
Worlds Apart,Cock Robin,105.0,06:04
Deeper Than Love,Colleen Green,118.0,06:05
Remember When,Color Me Badd,106.0,04:16
JImi Was a Rock Star,"Common,Erykah Badu",113.0,08:41
Run Me My Money,Compton Av,100.0,03:44
Cruel Bloom,Converge,112.0,04:01
Glamorous Life,Cool C,114.0,03:59
Horse Print Dress,Corinne Bailey Rae,111.0,04:03
Fed Up,Cousin Stizz,107.0,04:39
Dont Let Me Die In Waco,Croy and the Boys,106.0,05:03
Just Another Case,Cru,100.0,03:35
Winning,"Curren$y,Wiz Khalifa",114.0,03:45
My First Night Without You,Cyndi Lauper,104.0,03:01
Back 2 Life 2001,"DJ Clue,Mary J. Blige,Jadakiss",101.0,03:30
Ima Do Me,"DJ E-Feezy,PHE",102.0,03:24
One day baby well be old,DJ Jason Medallion,119.0,03:31
Tha Divorce Song,"DJ Quik,James DeBarge",100.0,04:32
Saxophone,"DJ Tokuc,Tommy Gunz",100.0,03:37
Hard Times,DJNESS MUSIC LOVER,116.0,03:26
Good Morning California,Daemon Hatfield,110.0,04:41
Gratitude,Danny Elfman,111.0,05:05
Masterpiece,Danny Gokey,111.0,04:14
Oblivious Desire,Danny Vera,109.0,03:57
And We Danced,Dark Lotus,108.0,04:36
The Heartbeat The Soul,Dark Waves,110.0,03:53
Say Goodbye,Dave Matthews Band,103.0,06:11
Lazarus,"Dave,Boj",104.0,03:24
Million Dollar Memories,David Allan Coe,116.0,03:11
Trained To Bust Halloween,David Dallas,114.0,03:55
Jericho,David Duchovny,116.0,04:30
We Rolled Together,David Lynch,115.0,04:00
One in a Million,David Myles,104.0,03:14
Coldplay,David Ryan Harris,103.0,03:59
Pere,"Davido,Rae Sremmurd,Young Thug",100.0,04:02
Snapchat,Dax,102.0,03:02
Finish Line,Daye Jack,109.0,03:59
Nicknames,Dayglow,110.0,03:23
Dignity,Deacon Blue,105.0,03:58
Anything Thats Bad,Deal Casino,100.0,03:48
Alone,Death and All His Friends,116.0,03:13
Ima Boss,"Deep Lounge,Bossa Chill Out",108.0,03:55
What Is a Booty?,Del The Funky Homosapien,111.0,03:53
Emotion,Demi Lovato,104.0,03:41
Gets Like That,"Deno,Cadet",108.0,03:08
No One Does It Like You,Department Of Eagles,115.0,03:58
Jezebel,Depeche Mode,110.0,04:41
Wait On You,"Deraj,Haley Hunt",102.0,03:12
Nothing to Something,"Derek Minor,Propaganda,Aaron Cole",100.0,03:55
Boston,Dermot Kennedy,116.0,04:33
Dont Call,Desire,112.0,04:34
Fibonacci,Detsl aka Le Truk,100.0,03:57
Love Will Make It Right,Diana Ross,106.0,04:48
Heartbreaker,Dionne Warwick,101.0,04:18
Ticket To Heaven,Dire Straits,117.0,04:24
Thousand Years,"Diviners,Patrick Baker",110.0,03:29
Power-Ups,"Dj Cutman,Sammus",110.0,04:04
My Type of Party,Dom Kennedy,110.0,03:21
All She Wants To Do Is Dance,Don Henley,115.0,04:29
Issues,Don Toliver,100.0,03:07
On Me,"Don Toliver,21 Savage,2 Chainz",109.0,03:54
Pandora's Box,Donna Summer,106.0,04:58
Legend,Drake,100.0,04:01
Money 2 Blow,"Drake,Rick Ross",101.0,03:25
Shanaynay,"Drakeo the Ruler,Kellz",100.0,03:14
The Common Cold,Drax Project,116.0,04:36
Mineshaft a minecraft parody,Dreamreaver23,110.0,03:20
Lonely,Dreezy,105.0,04:02
Never Make A Promise,Dru Hill,113.0,05:26
New Rules Freedo Remix,"Dua Lipa,Freedo",116.0,03:33
New Rules SG Lewis Remix,"Dua Lipa,SG Lewis",113.0,04:13
Light a Candle,Ducktails,107.0,03:47
Paper Gods,"Duran Duran,Mr Hudson",115.0,07:04
Please Come Home,Dustin Kensrue,106.0,03:41
You Got It The Right Stuff,Déjà Vu,112.0,04:07
Maluma - Boy Toy English Translation,"EDY,BOY SODA",119.0,03:31
Hallelujah,Ed Sheeran,107.0,03:14
Touch And Go,Ed Sheeran,110.0,04:00
For the time being,"Edie Brickell,The Gadabouts",117.0,03:28
Cold,Editors,100.0,03:38
Nothingness,Editors,110.0,05:05
The Law,Editors,112.0,04:51
Bus Stop Boxer,Eels,116.0,03:42
Your Clown,Eiffel 65,110.0,04:09
Firebrand  Angel,Elbow,100.0,05:25
The Big Unknown,Elder Island,115.0,05:03
Burning Bridges,"Ella Vos,Sistek",109.0,03:09
I Love To Hate You,Elli Moore,118.0,03:05
Dont Be Afraid,Elliott Yamin,116.0,04:21
Sleeping With the Past,Elton John,113.0,05:04
Fooled around and fell in love - live,Elvin Bishop,113.0,04:36
The Long Honeymoon,Elvis Costello & The Attractions,118.0,04:15
Kill You,Eminem,107.0,04:24
Call It What It Is,Emma Klein,100.0,03:38
Personal,Emotional Oranges,100.0,03:45
Demons,Empathy Test,100.0,03:36
Lola,"Empire Cast,Jussie Smollett",109.0,03:26
Avery,Emtee,101.0,03:43
Terrific as Terrific Gets,Enjoy,105.0,04:18
Dirty Dancing,Eric Carmen,110.0,04:11
Whats Yo Phone Number / Telephone,Erykah Badu,117.0,05:10
Eshams Boomin,Esham,102.0,04:12
What Do You Call a Woman?,Esmé Patterson,103.0,03:56
All Of My Love,"Etta Bond,Chris Loco",103.0,04:34
Suffragette Suffragette,Everything Everything,105.0,04:03
01:32 AM / WALK ALONE,"Everything Is Recorded,Infinite Coles,BERWYN",111.0,03:27
Just Say,Extreme Party Animals,118.0,04:09
Give Up,FKA twigs,110.0,04:17
Problems Problems feat. Marc E. Bassy,"FRANKIE,Frankie Bird,Marc E. Bassy",105.0,03:41
Smile,FRND,114.0,03:55
Sneakin Up On Ya,FU-Schnickens,103.0,03:37
3 Blades,"Fabvl,Rustage,PE$O PETE",100.0,03:31
I Want You,Faith Hill,119.0,04:06
Edge Of The World,Faith No More,116.0,04:10
Cheap Love // Spoken Word,Fat Freddy's Drop,117.0,07:38
Friends,Fazerdaze,104.0,03:14
Colourblind,Feelds,119.0,04:09
Government Chicken Boy,Fela Kuti,118.0,29:15
Hope She Was Worth It,Felicia Temple,113.0,03:15
Another Knight,Felt,100.0,04:20
Together We Are Beautiful,Fern Kinney,110.0,04:17
Miss Blue,Filter,113.0,07:01
Its OK Its Alright,Fine Young Cannibals,115.0,03:30
Icon,Finom,117.0,03:17
I Need You Like A Drug,Fiona Apple,117.0,05:22
Book Of Love,Fleetwood Mac,106.0,03:22
Every...,Fleetwood Mac,115.0,03:46
Got To Move,Fleetwood Mac,115.0,03:18
Sisters Of The Moon,Fleetwood Mac,115.0,04:43
Prolly,Foggieraw,107.0,03:37
Spellbinder,Foreigner,119.0,04:55
You Are My Sunshine,Frank Iero,116.0,04:58
A Little Green Rosetta,Frank Zappa,118.0,08:16
Double Dutch Bus,Frankie Smith,119.0,05:20
Grease - 2007 Remastered Version,Frankie Valli,109.0,03:27
Petty,"Fre$H,2 Chainz,50 Cent",110.0,04:37
House party,Fred Wesley,102.0,04:14
Tell Nobody,"Fredo Santana,Chief Keef",109.0,05:07
Songs Of Yesterday,Free,104.0,03:35
Lose Myself,From Indian Lakes,100.0,03:58
Wrong Roads,Front Porch Step,118.0,04:19
Scooby Doo love song,Fun Lovin' Criminals,105.0,03:04
Groovallegiance,Funkadelic,107.0,06:56
Tell Me That Im Wrong,Future Jr.,100.0,03:46
Last Name,"Future,Lil Durk",112.0,03:28
Outta Time,"Future,Metro Boomin",106.0,03:25
Still Drake,"Future,Metro Boomin,The Weeknd",110.0,04:12
Killing Ground,Futurebirds,115.0,03:41
Wait For Me,"G-Eazy,Carnage,THIRTY RACK",110.0,05:13
Special,Gabbie Hanna,116.0,03:03
The Robbery / Javerts Intervention Another Brawl,Galcher Lustwerk,117.0,04:06
Sinner,Galimatias,104.0,03:30
I Love a Man in a Uniform,Gang Of Four,112.0,04:07
Heroes,Gang of Youths,110.0,03:35
Youth,Gang of Youths,110.0,03:35
2016 Was Horseshit,Garrett Adair,100.0,03:37
Remind Me to Smile,Gary Numan,114.0,04:03
This Wreckage,Gary Numan,102.0,05:26
Voix,Gary Numan,100.0,04:59
Whiskey Trip,Gary Stewart,113.0,03:10
Chelete,Gazza,110.0,04:59
Whered You Wanna Go?,Gebrasy,100.0,03:04
Would You Want Me,Generationals,100.0,03:52
Papa He Said,Genesis,115.0,04:09
Give Me The Ball,George Benson,110.0,03:42
Rhythm and Rhyme,George Clinton,108.0,04:47
Cars and Trains,George Michael,110.0,05:51
Dance Time In Texas,George Strait,114.0,03:16
Cherchez La Ghost,"Ghostface Killah,U-God",104.0,03:11
Dark Was the Case,Giggs,118.0,03:45
If Only,Gin Wigmore,100.0,04:45
Broken Dreams Club,Girls,116.0,03:36
Space Ghost Coast to Coast,Glass Animals,101.0,03:07
All Out of Love,Glee Cast,109.0,04:02
An Innocent Man,Glee Cast,108.0,03:41
For The Longest Time,Glee Cast,111.0,03:01
Hopelessly Devoted To You,Glee Cast,111.0,03:01
Try a Little Tenderness,Glee Cast,108.0,04:01
What A Friend We Have In Jesus,Glen Campbell,112.0,03:07
Moonlight Predators,Goldcheaper,110.0,04:12
Sundown,Gordon Lightfoot,106.0,03:33
The Hard Canadian,Gordon Lightfoot,106.0,03:33
Doing It Wrong,"Gorgon City,Liv",119.0,03:02
As She Dreams,Goth Babe,115.0,04:03
Tomorrow,Grace Jones,112.0,05:47
Your Girl,Grace Potter,111.0,03:38
The City,Grace VanderWaal,100.0,03:21
Pressure,Grady,100.0,04:31
Where Im Anymore,Grandaddy,100.0,06:06
In Good Company,Grandview,116.0,03:47
